row_id,variant_id,base_model,model,rating,label,iteration,timestamp,source
gemma3-12b_normative2_46_20250627_233611,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,46,20250627_233611,llm
gemma3-12b_subject_matter_46_20250627_233611,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,46,20250627_233611,llm
gemma3-12b_subject_matter2_46_20250627_233611,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,46,20250627_233611,llm
gemma3-12b_generalist_47_20250627_233737,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,47,20250627_233737,llm
gemma3-12b_generalist2_47_20250627_233737,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,47,20250627_233737,llm
gemma3-12b_normative_47_20250627_233737,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,47,20250627_233737,llm
gemma3-12b_normative2_47_20250627_233737,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,47,20250627_233737,llm
gemma3-12b_subject_matter_47_20250627_233737,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,47,20250627_233737,llm
gemma3-12b_subject_matter2_47_20250627_233737,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,47,20250627_233737,llm
gemma3-12b_generalist_48_20250627_233856,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,48,20250627_233856,llm
gemma3-12b_generalist2_48_20250627_233856,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,48,20250627_233856,llm
gemma3-12b_normative_48_20250627_233856,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,48,20250627_233856,llm
gemma3-12b_normative2_48_20250627_233856,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,48,20250627_233856,llm
gemma3-12b_subject_matter_48_20250627_233856,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,48,20250627_233856,llm
gemma3-12b_subject_matter2_48_20250627_233856,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,48,20250627_233856,llm
gemma3-12b_generalist_49_20250627_234101,gemma3-12b_generalist,gemma3-12b,generalist,3,Feasible,49,20250627_234101,llm
gemma3-12b_generalist2_49_20250627_234101,gemma3-12b_generalist2,gemma3-12b,generalist2,3,Feasible,49,20250627_234101,llm
gemma3-12b_normative_49_20250627_234101,gemma3-12b_normative,gemma3-12b,normative,3,Feasible,49,20250627_234101,llm
gemma3-12b_normative2_49_20250627_234101,gemma3-12b_normative2,gemma3-12b,normative2,3,Feasible,49,20250627_234101,llm
gemma3-12b_subject_matter_49_20250627_234101,gemma3-12b_subject_matter,gemma3-12b,subject_matter,3,Feasible,49,20250627_234101,llm
gemma3-12b_subject_matter2_49_20250627_234101,gemma3-12b_subject_matter2,gemma3-12b,subject_matter2,3,Feasible,49,20250627_234101,llm
he01_s1,s1,he01,NA,3,feasible,NA,NA,human
he02_s1,s1,he02,NA,3,feasible,NA,NA,human
he03_s1,s1,he03,NA,3,feasible,NA,NA,human
he04_s1,s1,he04,NA,4,very feasible,NA,NA,human
he05_s1,s1,he05,NA,4,very feasible,NA,NA,human
he06_s1,s1,he06,NA,3,feasible,NA,NA,human
he07_s1,s1,he07,NA,3,feasible,NA,NA,human
he08_s1,s1,he08,NA,3,feasible,NA,NA,human
he09_s1,s1,he09,NA,3,feasible,NA,NA,human
he10_s1,s1,he10,NA,3,feasible,NA,NA,human
he11_s1,s1,he11,NA,3,feasible,NA,NA,human
he12_s2,s2,he13,NA,4,very feasible,NA,NA,human
he13_s2,s2,he14,NA,3,feasible,NA,NA,human
he14_s2,s2,he15,NA,4,very feasible,NA,NA,human
he15_s2,s2,he16,NA,4,very feasible,NA,NA,human
he18_s2,s2,he17,NA,3,feasible,NA,NA,human
he19_s2,s2,he18,NA,3,feasible,NA,NA,human
he20_s2,s2,he19,NA,3,feasible,NA,NA,human
he21_s2,s2,he20,NA,3,feasible,NA,NA,human
he22_s2,s2,he21,NA,3,feasible,NA,NA,human
he23_s2,s2,he22,NA,3,feasible,NA,NA,human
he24_s2,s2,he23,NA,4,very feasible,NA,NA,human
