row_id,variant_id,base_model,source,model,dc_solution,rating,label,iteration,condition
mistral_generalist_26_20260629_115611,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,26,zeroshot
mistral_normative_26_20260629_115611,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,26,zeroshot
mistral_subject-matter_26_20260629_115611,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,26,zeroshot
gemma3_generalist_26_20260629_115611,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,26,zeroshot
gemma3_normative_26_20260629_115611,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,26,zeroshot
gemma3_subject-matter_26_20260629_115611,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,26,zeroshot
phi4_generalist_27_20260629_115726,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,27,zeroshot
phi4_normative_27_20260629_115726,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,27,zeroshot
phi4_subject-matter_27_20260629_115726,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,27,zeroshot
llama_generalist_27_20260629_115726,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,27,zeroshot
llama_normative_27_20260629_115726,llama_normative,llama,llm,normative,DC solution design tool,3,Important,27,zeroshot
llama_subject-matter_27_20260629_115726,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,27,zeroshot
mistral_generalist_27_20260629_115726,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,27,zeroshot
mistral_normative_27_20260629_115726,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,27,zeroshot
mistral_subject-matter_27_20260629_115726,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,27,zeroshot
gemma3_generalist_27_20260629_115726,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,27,zeroshot
gemma3_normative_27_20260629_115726,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,27,zeroshot
gemma3_subject-matter_27_20260629_115726,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,27,zeroshot
phi4_generalist_28_20260629_115901,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,28,zeroshot
phi4_normative_28_20260629_115901,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,28,zeroshot
phi4_subject-matter_28_20260629_115901,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,28,zeroshot
llama_generalist_28_20260629_115901,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,28,zeroshot
llama_normative_28_20260629_115901,llama_normative,llama,llm,normative,DC solution design tool,3,Important,28,zeroshot
llama_subject-matter_28_20260629_115901,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,28,zeroshot
mistral_generalist_28_20260629_115901,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,28,zeroshot
mistral_normative_28_20260629_115901,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,28,zeroshot
mistral_subject-matter_28_20260629_115901,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,28,zeroshot
gemma3_generalist_28_20260629_115901,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,28,zeroshot
gemma3_normative_28_20260629_115901,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,28,zeroshot
gemma3_subject-matter_28_20260629_115901,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,28,zeroshot
phi4_generalist_29_20260629_120039,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,29,zeroshot
phi4_normative_29_20260629_120039,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,29,zeroshot
phi4_subject-matter_29_20260629_120039,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,29,zeroshot
llama_generalist_29_20260629_120039,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,29,zeroshot
llama_normative_29_20260629_120039,llama_normative,llama,llm,normative,DC solution design tool,3,Important,29,zeroshot
llama_subject-matter_29_20260629_120039,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,29,zeroshot
mistral_generalist_29_20260629_120039,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,29,zeroshot
mistral_normative_29_20260629_120039,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,29,zeroshot
mistral_subject-matter_29_20260629_120039,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,29,zeroshot
gemma3_generalist_29_20260629_120039,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,29,zeroshot
gemma3_normative_29_20260629_120039,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,29,zeroshot
gemma3_subject-matter_29_20260629_120039,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,29,zeroshot
phi4_generalist_30_20260629_120209,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,30,zeroshot
phi4_normative_30_20260629_120209,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,30,zeroshot
phi4_subject-matter_30_20260629_120209,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,30,zeroshot
llama_generalist_30_20260629_120209,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,30,zeroshot
llama_normative_30_20260629_120209,llama_normative,llama,llm,normative,DC solution design tool,3,Important,30,zeroshot
llama_subject-matter_30_20260629_120209,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,30,zeroshot
mistral_generalist_30_20260629_120209,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,30,zeroshot
mistral_normative_30_20260629_120209,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,30,zeroshot
mistral_subject-matter_30_20260629_120209,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,30,zeroshot
gemma3_generalist_30_20260629_120209,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,30,zeroshot
gemma3_normative_30_20260629_120209,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,30,zeroshot
gemma3_subject-matter_30_20260629_120209,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,30,zeroshot
phi4_generalist_31_20260629_120341,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,31,zeroshot
phi4_normative_31_20260629_120341,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,31,zeroshot
phi4_subject-matter_31_20260629_120341,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,31,zeroshot
llama_generalist_31_20260629_120341,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,31,zeroshot
llama_normative_31_20260629_120341,llama_normative,llama,llm,normative,DC solution design tool,4,Very important,31,zeroshot
llama_subject-matter_31_20260629_120341,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,31,zeroshot
mistral_generalist_31_20260629_120341,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,31,zeroshot
mistral_normative_31_20260629_120341,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,31,zeroshot
mistral_subject-matter_31_20260629_120341,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,31,zeroshot
gemma3_generalist_31_20260629_120341,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,31,zeroshot
gemma3_normative_31_20260629_120341,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,31,zeroshot
gemma3_subject-matter_31_20260629_120341,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,31,zeroshot
phi4_generalist_32_20260629_120512,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,32,zeroshot
phi4_normative_32_20260629_120512,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,32,zeroshot
phi4_subject-matter_32_20260629_120512,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,32,zeroshot
llama_generalist_32_20260629_120512,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,32,zeroshot
llama_normative_32_20260629_120512,llama_normative,llama,llm,normative,DC solution design tool,3,Important,32,zeroshot
llama_subject-matter_32_20260629_120512,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,32,zeroshot
mistral_generalist_32_20260629_120512,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,32,zeroshot
mistral_normative_32_20260629_120512,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,32,zeroshot
mistral_subject-matter_32_20260629_120512,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,32,zeroshot
gemma3_generalist_32_20260629_120512,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,32,zeroshot
gemma3_normative_32_20260629_120512,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,32,zeroshot
gemma3_subject-matter_32_20260629_120512,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,32,zeroshot
phi4_generalist_33_20260629_120638,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,33,zeroshot
phi4_normative_33_20260629_120638,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,33,zeroshot
phi4_subject-matter_33_20260629_120638,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,33,zeroshot
llama_generalist_33_20260629_120638,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,33,zeroshot
llama_normative_33_20260629_120638,llama_normative,llama,llm,normative,DC solution design tool,3,Important,33,zeroshot
llama_subject-matter_33_20260629_120638,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,33,zeroshot
mistral_generalist_33_20260629_120638,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,33,zeroshot
mistral_normative_33_20260629_120638,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,33,zeroshot
mistral_subject-matter_33_20260629_120638,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,33,zeroshot
gemma3_generalist_33_20260629_120638,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,33,zeroshot
gemma3_normative_33_20260629_120638,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,33,zeroshot
gemma3_subject-matter_33_20260629_120638,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,33,zeroshot
phi4_generalist_34_20260629_120817,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,34,zeroshot
phi4_normative_34_20260629_120817,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,34,zeroshot
phi4_subject-matter_34_20260629_120817,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,34,zeroshot
llama_generalist_34_20260629_120817,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,34,zeroshot
llama_normative_34_20260629_120817,llama_normative,llama,llm,normative,DC solution design tool,3,Important,34,zeroshot
llama_subject-matter_34_20260629_120817,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,34,zeroshot
mistral_generalist_34_20260629_120817,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,34,zeroshot
mistral_normative_34_20260629_120817,mistral_normative,mistral,llm,normative,DC solution design tool,4,Very important,34,zeroshot
mistral_subject-matter_34_20260629_120817,mistral_subject-matter,mistral,llm,subject-matter,DC solution design tool,4,Very important,34,zeroshot
gemma3_generalist_34_20260629_120817,gemma3_generalist,gemma3,llm,generalist,DC solution design tool,4,Very important,34,zeroshot
gemma3_normative_34_20260629_120817,gemma3_normative,gemma3,llm,normative,DC solution design tool,4,Very important,34,zeroshot
gemma3_subject-matter_34_20260629_120817,gemma3_subject-matter,gemma3,llm,subject-matter,DC solution design tool,4,Very important,34,zeroshot
phi4_generalist_35_20260629_120951,phi4_generalist,phi4,llm,generalist,DC solution design tool,4,Very important,35,zeroshot
phi4_normative_35_20260629_120951,phi4_normative,phi4,llm,normative,DC solution design tool,4,Very important,35,zeroshot
phi4_subject-matter_35_20260629_120951,phi4_subject-matter,phi4,llm,subject-matter,DC solution design tool,4,Very important,35,zeroshot
llama_generalist_35_20260629_120951,llama_generalist,llama,llm,generalist,DC solution design tool,3,Important,35,zeroshot
llama_normative_35_20260629_120951,llama_normative,llama,llm,normative,DC solution design tool,4,Very important,35,zeroshot
llama_subject-matter_35_20260629_120951,llama_subject-matter,llama,llm,subject-matter,DC solution design tool,3,Important,35,zeroshot
mistral_generalist_35_20260629_120951,mistral_generalist,mistral,llm,generalist,DC solution design tool,4,Very important,35,zeroshot
