row_id,variant_id,base_model,model,barrier_id,official_label,condition,iteration
generalist_gemma3_12_b4,generalist_gemma3,gemma3,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
generalist_gemma3_12_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,12
generalist_gemma3_12_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,12
normative_gemma3_12_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,12
normative_gemma3_12_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
normative_gemma3_12_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,12
normative_gemma3_12_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,12
normative_gemma3_12_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,12
subject-matter_gemma3_12_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,12
subject-matter_gemma3_12_b5,subject-matter_gemma3,gemma3,subject-matter,5,lack of pilot projects,context,12
subject-matter_gemma3_12_b6,subject-matter_gemma3,gemma3,subject-matter,6,public perception of DC and readiness to 'champion' installations from DC projects,context,12
subject-matter_gemma3_12_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,12
subject-matter_gemma3_12_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,12
generalist_phi4_12_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,12
generalist_phi4_12_b3,generalist_phi4,phi4,generalist,3,lack of use-cases in which DC is advantageous,context,12
generalist_phi4_12_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
generalist_phi4_12_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,12
generalist_phi4_12_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,12
normative_phi4_12_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,12
normative_phi4_12_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
normative_phi4_12_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,12
normative_phi4_12_b8,normative_phi4,phi4,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,12
normative_phi4_12_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,12
subject-matter_phi4_12_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,12
subject-matter_phi4_12_b2,subject-matter_phi4,phi4,subject-matter,2,reduced reliability in DC devices,context,12
subject-matter_phi4_12_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,12
subject-matter_phi4_12_b5,subject-matter_phi4,phi4,subject-matter,5,lack of pilot projects,context,12
subject-matter_phi4_12_b10,subject-matter_phi4,phi4,subject-matter,10,uncertain regulatory roadmap,context,12
generalist_llama_13_b5,generalist_llama,llama,generalist,5,lack of pilot projects,context,13
generalist_llama_13_b6,generalist_llama,llama,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,context,13
generalist_llama_13_b7,generalist_llama,llama,generalist,7,incompatibility of DC systems components,context,13
generalist_llama_13_b8,generalist_llama,llama,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,13
generalist_llama_13_b9,generalist_llama,llama,generalist,9,lack of enough trained personnel in DC systems,context,13
normative_llama_13_b5,normative_llama,llama,normative,5,lack of pilot projects,context,13
normative_llama_13_b7,normative_llama,llama,normative,7,incompatibility of DC systems components,context,13
normative_llama_13_b8,normative_llama,llama,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,13
normative_llama_13_b9,normative_llama,llama,normative,9,lack of enough trained personnel in DC systems,context,13
normative_llama_13_b10,normative_llama,llama,normative,10,uncertain regulatory roadmap,context,13
subject-matter_llama_13_b1,subject-matter_llama,llama,subject-matter,1,"power losses, quality and safety issues",context,13
subject-matter_llama_13_b3,subject-matter_llama,llama,subject-matter,3,lack of use-cases in which DC is advantageous,context,13
subject-matter_llama_13_b4,subject-matter_llama,llama,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
subject-matter_llama_13_b7,subject-matter_llama,llama,subject-matter,7,incompatibility of DC systems components,context,13
subject-matter_llama_13_b8,subject-matter_llama,llama,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,13
generalist_mistral_13_b1,generalist_mistral,mistral,generalist,1,"power losses, quality and safety issues",context,13
generalist_mistral_13_b2,generalist_mistral,mistral,generalist,2,reduced reliability in DC devices,context,13
generalist_mistral_13_b3,generalist_mistral,mistral,generalist,3,lack of use-cases in which DC is advantageous,context,13
generalist_mistral_13_b4,generalist_mistral,mistral,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
generalist_mistral_13_b5,generalist_mistral,mistral,generalist,5,lack of pilot projects,context,13
normative_mistral_13_b1,normative_mistral,mistral,normative,1,"power losses, quality and safety issues",context,13
normative_mistral_13_b2,normative_mistral,mistral,normative,2,reduced reliability in DC devices,context,13
normative_mistral_13_b4,normative_mistral,mistral,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
normative_mistral_13_b5,normative_mistral,mistral,normative,5,lack of pilot projects,context,13
normative_mistral_13_b6,normative_mistral,mistral,normative,6,public perception of DC and readiness to 'champion' installations from DC projects,context,13
subject-matter_mistral_13_b1,subject-matter_mistral,mistral,subject-matter,1,"power losses, quality and safety issues",context,13
subject-matter_mistral_13_b2,subject-matter_mistral,mistral,subject-matter,2,reduced reliability in DC devices,context,13
subject-matter_mistral_13_b3,subject-matter_mistral,mistral,subject-matter,3,lack of use-cases in which DC is advantageous,context,13
subject-matter_mistral_13_b4,subject-matter_mistral,mistral,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
subject-matter_mistral_13_b5,subject-matter_mistral,mistral,subject-matter,5,lack of pilot projects,context,13
generalist_gemma3_13_b1,generalist_gemma3,gemma3,generalist,1,"power losses, quality and safety issues",context,13
generalist_gemma3_13_b5,generalist_gemma3,gemma3,generalist,5,lack of pilot projects,context,13
generalist_gemma3_13_b6,generalist_gemma3,gemma3,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,context,13
generalist_gemma3_13_b8,generalist_gemma3,gemma3,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,13
generalist_gemma3_13_b10,generalist_gemma3,gemma3,generalist,10,uncertain regulatory roadmap,context,13
normative_gemma3_13_b1,normative_gemma3,gemma3,normative,1,"power losses, quality and safety issues",context,13
normative_gemma3_13_b4,normative_gemma3,gemma3,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
normative_gemma3_13_b7,normative_gemma3,gemma3,normative,7,incompatibility of DC systems components,context,13
normative_gemma3_13_b8,normative_gemma3,gemma3,normative,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,13
normative_gemma3_13_b11,normative_gemma3,gemma3,normative,11,high costs of DC solutions,context,13
subject-matter_gemma3_13_b1,subject-matter_gemma3,gemma3,subject-matter,1,"power losses, quality and safety issues",context,13
subject-matter_gemma3_13_b4,subject-matter_gemma3,gemma3,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
subject-matter_gemma3_13_b5,subject-matter_gemma3,gemma3,subject-matter,5,lack of pilot projects,context,13
subject-matter_gemma3_13_b8,subject-matter_gemma3,gemma3,subject-matter,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,13
subject-matter_gemma3_13_b10,subject-matter_gemma3,gemma3,subject-matter,10,uncertain regulatory roadmap,context,13
generalist_phi4_13_b1,generalist_phi4,phi4,generalist,1,"power losses, quality and safety issues",context,13
generalist_phi4_13_b4,generalist_phi4,phi4,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
generalist_phi4_13_b5,generalist_phi4,phi4,generalist,5,lack of pilot projects,context,13
generalist_phi4_13_b8,generalist_phi4,phi4,generalist,8,misconception and lack of knowledge leads to lengthy/expensive design and permit process,context,13
generalist_phi4_13_b10,generalist_phi4,phi4,generalist,10,uncertain regulatory roadmap,context,13
normative_phi4_13_b1,normative_phi4,phi4,normative,1,"power losses, quality and safety issues",context,13
normative_phi4_13_b3,normative_phi4,phi4,normative,3,lack of use-cases in which DC is advantageous,context,13
normative_phi4_13_b4,normative_phi4,phi4,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
normative_phi4_13_b5,normative_phi4,phi4,normative,5,lack of pilot projects,context,13
normative_phi4_13_b10,normative_phi4,phi4,normative,10,uncertain regulatory roadmap,context,13
subject-matter_phi4_13_b1,subject-matter_phi4,phi4,subject-matter,1,"power losses, quality and safety issues",context,13
subject-matter_phi4_13_b2,subject-matter_phi4,phi4,subject-matter,2,reduced reliability in DC devices,context,13
subject-matter_phi4_13_b3,subject-matter_phi4,phi4,subject-matter,3,lack of use-cases in which DC is advantageous,context,13
subject-matter_phi4_13_b4,subject-matter_phi4,phi4,subject-matter,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,13
subject-matter_phi4_13_b11,subject-matter_phi4,phi4,subject-matter,11,high costs of DC solutions,context,13
generalist_llama_14_b3,generalist_llama,llama,generalist,3,lack of use-cases in which DC is advantageous,context,14
generalist_llama_14_b4,generalist_llama,llama,generalist,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,14
generalist_llama_14_b11,generalist_llama,llama,generalist,11,high costs of DC solutions,context,14
generalist_llama_14_b6,generalist_llama,llama,generalist,6,public perception of DC and readiness to 'champion' installations from DC projects,context,14
generalist_llama_14_b7,generalist_llama,llama,generalist,7,incompatibility of DC systems components,context,14
normative_llama_14_b1,normative_llama,llama,normative,1,"power losses, quality and safety issues",context,14
normative_llama_14_b2,normative_llama,llama,normative,2,reduced reliability in DC devices,context,14
normative_llama_14_b3,normative_llama,llama,normative,3,lack of use-cases in which DC is advantageous,context,14
normative_llama_14_b4,normative_llama,llama,normative,4,"uncertain utility interaction (net metering, utility ownership, and agreed standards)",context,14
